"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit0, gender: male, age: 1 years and 8 months"
"2020-05-06","operation: display general rabbit info, status: success, total number: 6, males: 3, females: 3"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit0, gender: male, age: 1 years and 8 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit1, gender: female, age: 0 years and 7 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit2, gender: male, age: 0 days"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit3, gender: female, age: 2 years and 4 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit4, gender: male, age: 0 days"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit5, gender: female, age: 0 days"
"2020-05-06","operation: remove rabbit, status: success"
"2020-05-06","operation: add rabbit, status: success"
"2020-05-06","operation: create rabbit, status: success"
"2020-05-06","operation: display general rabbit info, status: success, total number: 6, males: 3, females: 3"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit0, gender: male, age: 1 years and 8 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit1, gender: female, age: 0 years and 7 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit2, gender: male, age: 0 days"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit3, gender: female, age: 2 years and 4 months"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit4, gender: male, age: 0 days"
"2020-05-06","operation: display rabbit info, status: success, ID: rabbit6, gender: female, age: 1020 years and 3 months"
"2020-05-06","operation: add rabbit food quantity, status: success, food: wheat, quantity: 0.75"
"2020-05-06","operation: add rabbit food quantity, status: success, food: corn, quantity: 0.3"
"2020-05-06","operation: add rabbit food quantity, status: success, food: hay, quantity: 2.0"
"2020-05-06","operation: replace rabbit food quantity, status: success, food: corn, quantity: 0.5"
"2020-05-06","operation: display rabbit food status, status: success, 
              food: hay, quantity: 2.0
              food: corn, quantity: 0.5
              food: wheat, quantity: 0.75"
"2020-05-06","operation: display rabbit weekly estimated food needs, status: success, 
              food: hay, quantity: 12.0
              food: corn, quantity: 3.0
              food: wheat, quantity: 4.5"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: display chicken info, status: success, ID: chicken0, gender: male, age: 0 years and 8 months"
"2020-05-06","operation: display general chicken info, status: success, total number: 4, males: 1, females: 3"
"2020-05-06","operation: display chicken info, status: success, ID: chicken0, gender: male, age: 0 years and 8 months"
"2020-05-06","operation: display chicken info, status: success, ID: chicken1, gender: female, age: 0 days"
"2020-05-06","operation: display chicken info, status: success, ID: chicken2, gender: female, age: 2 years and 4 months"
"2020-05-06","operation: display chicken info, status: success, ID: chicken3, gender: female, age: 0 days"
"2020-05-06","operation: remove chicken, status: success"
"2020-05-06","operation: remove chicken, status: success"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: add chicken, status: success"
"2020-05-06","operation: create chicken, status: success"
"2020-05-06","operation: display general chicken info, status: success, total number: 4, males: 0, females: 4"
"2020-05-06","operation: display chicken info, status: success, ID: chicken1, gender: female, age: 0 days"
"2020-05-06","operation: display chicken info, status: success, ID: chicken2, gender: female, age: 2 years and 4 months"
"2020-05-06","operation: display chicken info, status: success, ID: chicken4, gender: female, age: 1020 years and 4 months"
"2020-05-06","operation: display chicken info, status: success, ID: chicken5, gender: female, age: 1019 years and 4 months"
"2020-05-06","operation: add chicken food quantity, status: success, food: corn, quantity: 1.0"
"2020-05-06","operation: add chicken food quantity, status: success, food: oat, quantity: 0.5"
"2020-05-06","operation: display chicken food status, status: success, 
              food: oat, quantity: 0.5
              food: corn, quantity: 1.0"
"2020-05-06","operation: display chicken weekly estimated food needs, status: success, 
              food: oat, quantity: 2.0
              food: corn, quantity: 4.0"
"2020-05-06","operation: create barn, status: success"
"2020-05-06","operation: addition, status: success, produce: wheat, quantity: 20"
"2020-05-06","operation: addition, status: success, produce: corn, quantity: 16"
"2020-05-06","operation: addition, status: success, produce: wheat, quantity: 3"
"2020-05-06","operation: addition, status: failure, message: The quantity 798 cannot be stored in the barn. Only: 761 free capacity"
"2020-05-06","operation: create barn, status: success"
"2020-05-06","operation: create barn, status: success"
"2020-05-06","operation: addition, status: success, produce: corn, quantity: 3"
"2020-05-06","operation: addition, status: success, produce: corn, quantity: 1"
"2020-05-06","operation: addition, status: success, produce: corn, quantity: 3"
"2020-05-06","operation: display barn info, status: success
              Barn index: 1
              Total capacity: 800, occupied capacity: 39, free capacity: 761
              Produce: corn, quantity: 16
              Produce: wheat, quantity: 23"
"2020-05-06","operation: display barn info, status: success
              Barn index: 1
              Total capacity: 800, occupied capacity: 39, free capacity: 761
              Produce: corn, quantity: 16
              Produce: wheat, quantity: 23"
"2020-05-06","operation: display barn info, status: success
              Barn index: 2
              Total capacity: 63, occupied capacity: 0, free capacity: 63"
"2020-05-06","operation: display barn info, status: success
              Barn index: 3
              Total capacity: 40, occupied capacity: 7, free capacity: 33
              Produce: corn, quantity: 7"
"2020-05-06","operation: create wallet, status: success"
"2020-05-06","operation: create wallet, status: success"
"2020-05-06","operation: addition, status: success, amount: 100 euro"
"2020-05-06","operation: withdraw, status: success, amount: 25 euro"
"2020-05-06","operation: addition, status: success, amount: 2530 euro"
"2020-05-06","operation: withdraw, status: success, amount: 10 euro"
"2020-05-06","operation: withdraw, status: failure, message: Insufficient funds. Impossible to withdraw 3000 euro"
"2020-05-06","operation: display wallet info, status: success, wallet info: currency: euro, sold: 2595"
